FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
8002,10.0.0.1,10.0.0.4,8,8,0,0,68341.3,0.001336
8003,10.0.0.5,10.0.0.8,15,15,0,0,1.03897e+06,0.00282551
8004,10.0.0.8,10.0.0.5,8,8,0,0,68341.3,0.00133601
8005,10.0.0.9,10.0.0.5,15,15,0,0,1.03876e+06,0.0028814
8006,10.0.0.5,10.0.0.9,8,8,0,0,68341.3,0.001336
8007,10.0.0.9,10.0.0.13,15,15,0,0,1.03736e+06,0.00526729
8008,10.0.0.13,10.0.0.9,8,8,0,0,71810.8,0.00139018
8009,10.0.0.11,10.0.0.10,15,15,0,0,1.03893e+06,0.00280386
8010,10.0.0.10,10.0.0.11,8,8,0,0,68340.8,0.0013361
8011,10.0.0.4,10.0.0.3,15,15,0,0,1.03847e+06,0.00521365
8012,10.0.0.3,10.0.0.4,8,8,0,0,71853.2,0.00133601
8013,10.0.0.3,10.0.0.15,15,15,0,0,1.03645e+06,0.00293071
8014,10.0.0.15,10.0.0.3,8,8,0,0,68328.8,0.00133601
8015,10.0.0.7,10.0.0.4,15,15,0,0,1.03633e+06,0.0029336
8016,10.0.0.4,10.0.0.7,8,8,0,0,68341.3,0.001336
8017,10.0.0.5,10.0.0.14,15,15,0,0,1.03906e+06,0.00282892
8018,10.0.0.14,10.0.0.5,8,8,0,0,68340.4,0.0013362
8019,10.0.0.9,10.0.0.1,15,15,0,0,1.03685e+06,0.00288327
8020,10.0.0.1,10.0.0.9,8,8,0,0,68341.3,0.00133601
8021,10.0.0.6,10.0.0.7,15,15,0,0,1.03828e+06,0.00291833
8022,10.0.0.7,10.0.0.6,8,8,0,0,68341.3,0.00133601
8023,10.0.0.12,10.0.0.14,13,13,0,0,855217,0.0108722
8024,10.0.0.14,10.0.0.12,7,7,0,0,72209.7,0.00116905
8025,10.0.0.6,10.0.0.9,15,15,0,0,1.03827e+06,0.00288285
8026,10.0.0.9,10.0.0.6,8,8,0,0,68341.3,0.00133601
8027,10.0.0.6,10.0.0.14,15,15,0,0,1.03746e+06,0.00293589
8028,10.0.0.14,10.0.0.6,8,8,0,0,68340.4,0.00133619
8029,10.0.0.7,10.0.0.12,15,15,0,0,1.03695e+06,0.00291229
8030,10.0.0.12,10.0.0.7,8,8,0,0,68340.6,0.00133614
8031,10.0.0.15,10.0.0.8,15,15,0,0,1.03741e+06,0.00415325
8032,10.0.0.8,10.0.0.15,8,8,0,0,70204.8,0.001453
8033,10.0.0.3,10.0.0.11,15,15,0,0,1.0386e+06,0.00288933
8034,10.0.0.11,10.0.0.3,8,8,0,0,68340.8,0.0013361
8035,10.0.0.2,10.0.0.9,15,15,0,0,1.03734e+06,0.00295398
8036,10.0.0.9,10.0.0.2,8,8,0,0,68341.3,0.001336
8037,10.0.0.13,10.0.0.4,15,15,0,0,1.03898e+06,0.00277266
8038,10.0.0.4,10.0.0.13,8,8,0,0,68340.5,0.00133617
8039,10.0.0.6,10.0.0.12,15,15,0,0,1.03752e+06,0.00286618
8040,10.0.0.12,10.0.0.6,8,8,0,0,68340.7,0.00133614
8041,10.0.0.3,10.0.0.7,15,15,0,0,1.0371e+06,0.00285944
8042,10.0.0.7,10.0.0.3,8,8,0,0,68341.3,0.00133601
8043,10.0.0.1,10.0.0.9,15,15,0,0,1.03876e+06,0.00287249
8044,10.0.0.9,10.0.0.1,8,8,0,0,68341.3,0.00133601
8045,10.0.0.3,10.0.0.12,15,15,0,0,1.03716e+06,0.0028925
8046,10.0.0.12,10.0.0.3,8,8,0,0,68340.6,0.00133614
8047,10.0.0.11,10.0.0.3,15,15,0,0,1.03683e+06,0.00287751
8048,10.0.0.3,10.0.0.11,8,8,0,0,68328.3,0.0013361
8049,10.0.0.4,10.0.0.1,15,15,0,0,1.03803e+06,0.00282513
8050,10.0.0.1,10.0.0.4,8,8,0,0,68341.3,0.001336
8051,10.0.0.12,10.0.0.2,15,15,0,0,1.03642e+06,0.00297128
8052,10.0.0.2,10.0.0.12,8,8,0,0,68340.6,0.00133614
8053,10.0.0.9,10.0.0.3,15,15,0,0,1.03747e+06,0.00290539
8054,10.0.0.3,10.0.0.9,8,8,0,0,68341.3,0.00133601
8055,10.0.0.3,10.0.0.14,15,15,0,0,1.03817e+06,0.00287742
8056,10.0.0.14,10.0.0.3,8,8,0,0,68340.4,0.00133619
8057,10.0.0.9,10.0.0.11,15,15,0,0,1.03718e+06,0.00290796
8058,10.0.0.11,10.0.0.9,8,8,0,0,68340.8,0.0013361
8059,10.0.0.12,10.0.0.15,15,15,0,0,1.03817e+06,0.00283159
8060,10.0.0.15,10.0.0.12,8,8,0,0,68340.6,0.00133614
8061,10.0.0.7,10.0.0.11,15,15,0,0,1.03747e+06,0.00294277
8062,10.0.0.11,10.0.0.7,8,8,0,0,68340.8,0.0013361
8063,10.0.0.15,10.0.0.8,15,15,0,0,1.03905e+06,0.0027733
8064,10.0.0.8,10.0.0.15,8,8,0,0,68341.3,0.001336
8065,10.0.0.4,10.0.0.9,15,15,0,0,1.039e+06,0.0027683
8066,10.0.0.9,10.0.0.4,8,8,0,0,68341.3,0.001336
8067,10.0.0.13,10.0.0.7,15,15,0,0,1.0371e+06,0.00288898
8068,10.0.0.7,10.0.0.13,8,8,0,0,68340.5,0.00133617
8069,10.0.0.14,10.0.0.5,15,15,0,0,1.03686e+06,0.00297594
8070,10.0.0.5,10.0.0.14,8,8,0,0,68340.4,0.0013362
8071,10.0.0.2,10.0.0.14,15,15,0,0,1.03753e+06,0.00523349
8072,10.0.0.14,10.0.0.2,8,8,0,0,71838.4,0.0013542
8073,10.0.0.8,10.0.0.11,15,15,0,0,1.03717e+06,0.00296274
8074,10.0.0.11,10.0.0.8,8,8,0,0,68340.8,0.0013361
8075,10.0.0.2,10.0.0.8,13,13,0,0,855167,0.0108055
8076,10.0.0.8,10.0.0.2,7,7,0,0,72162.1,0.00116901
8077,10.0.0.12,10.0.0.15,15,15,0,0,1.03655e+06,0.00299559
